pkMemberSeason,fkMemberID,Season,MemberType,RatingPoints
11784,7209,2017 - 2018,Regular,3
11785,7210,2017 - 2018,Regular,4
11787,7214,2017 - 2018,Regular,3
11788,7215,2017 - 2018,Regular,3
11789,7219,2017 - 2018,Regular,4
11790,7221,2017 - 2018,Regular,3
11791,7223,2017 - 2018,Regular,2
11792,7227,2017 - 2018,Regular,4
11793,7228,2017 - 2018,Regular,3
11794,7229,2017 - 2018,Regular,2
11795,7230,2017 - 2018,Regular,13
11796,7231,2017 - 2018,Regular,11
11797,7234,2017 - 2018,Regular,3
11798,7238,2017 - 2018,Regular,12
11800,7241,2017 - 2018,Regular,6
11801,7205,2017 - 2018,Regular,11
11802,7244,2017 - 2018,Regular,8
11803,7245,2017 - 2018,Regular,7
11804,7246,2017 - 2018,Second Year,3
11806,7248,2017 - 2018,Student,3
11808,7250,2017 - 2018,Second Year,3
11809,7251,2017 - 2018,Student,2
11810,7252,2017 - 2018,Regular,18
11814,7257,2017 - 2018,Second Year,2
11815,7258,2017 - 2018,Second Year,4
11816,7259,2017 - 2018,Second Year,3
11817,7263,2017 - 2018,Student,3
11818,7264,2017 - 2018,Second Year,3
11820,7268,2017 - 2018,Second Year,3
11821,7276,2017 - 2018,Second Year,3
11822,7277,2017 - 2018,Second Year,3
11824,7280,2017 - 2018,Second Year,3
11825,7283,2017 - 2018,Second Year,2
11827,7285,2017 - 2018,Second Year,3
11830,7294,2017 - 2018,Second Year,3
11831,7295,2017 - 2018,Mixed,4
11832,7296,2017 - 2018,Second Year,3
11833,7302,2017 - 2018,Second Year,2
11834,7303,2017 - 2018,Second Year,2
11835,7307,2017 - 2018,Second Year,4
11836,7309,2017 - 2018,Second Year,2
11837,7310,2017 - 2018,Second Year,2
11838,7312,2017 - 2018,Student,2
11840,7319,2017 - 2018,Second Year,2
11841,7322,2017 - 2018,Regular,3
11843,7324,2017 - 2018,Second Year,2
11844,7325,2017 - 2018,Second Year,2
11845,7327,2017 - 2018,Second Year,2
11846,7339,2017 - 2018,Second Year,3
11847,7340,2017 - 2018,Second Year,3
11850,7346,2017 - 2018,Second Year,3
11851,7347,2017 - 2018,Second Year,2
11852,7349,2017 - 2018,Second Year,2
11853,7351,2017 - 2018,Regular,13
11855,7353,2017 - 2018,Regular,5
11856,7354,2017 - 2018,Second Year,3
11858,7357,2017 - 2018,Second Year,3
11860,7364,2017 - 2018,Second Year,2
11862,7367,2017 - 2018,Second Year,3
11863,7370,2017 - 2018,Second Year,3
11864,7374,2017 - 2018,Second Year,3
11866,7377,2017 - 2018,Mixed,1
11867,7378,2017 - 2018,Mixed,3
11868,7379,2017 - 2018,Mixed,1
11870,7381,2017 - 2018,Second Year,2
11871,7382,2017 - 2018,Regular,17
11873,7389,2017 - 2018,Second Year,2
11875,7391,2017 - 2018,Regular,5
11876,7392,2017 - 2018,Second Year,2
11878,7416,2017 - 2018,Second Year,2
11879,7417,2017 - 2018,Second Year,2
11881,7421,2017 - 2018,Prospective,0
11882,24,2017 - 2018,Regular,16
11883,7422,2017 - 2018,Student,0
11889,7428,2017 - 2018,First Year,1
11891,7430,2017 - 2018,First Year,1
11893,7432,2017 - 2018,First Year,1
11894,58,2017 - 2018,Regular,5
11896,7433,2017 - 2018,First Year,1
11898,7435,2017 - 2018,First Year,1
11901,7436,2017 - 2018,Learn2Curl,1
11902,478,2017 - 2018,Regular,15
11904,7438,2017 - 2018,Learn2Curl,1
11905,7439,2017 - 2018,Regular,12
11906,7440,2017 - 2018,Learn2Curl,1
11907,7441,2017 - 2018,Learn2Curl,1
11908,7442,2017 - 2018,Learn2Curl,1
11909,7443,2017 - 2018,Learn2Curl,1
11911,7445,2017 - 2018,Learn2Curl,1
11913,7447,2017 - 2018,Second Year,1
11914,7448,2017 - 2018,Learn2Curl,1
11917,7451,2017 - 2018,Learn2Curl,1
11918,7452,2017 - 2018,Learn2Curl,1
11921,7455,2017 - 2018,First Year,1
11922,7456,2017 - 2018,Learn2Curl,1
11923,7457,2017 - 2018,Learn2Curl,1
11925,7144,2017 - 2018,Second Year,2
11926,7459,2017 - 2018,Prospective,0
11927,7460,2017 - 2018,Learn2Curl,1
11928,7461,2017 - 2018,First Year,1
11929,7462,2017 - 2018,Learn2Curl,1
11931,7464,2017 - 2018,Student,1
11933,7178,2017 - 2018,Regular,6
11957,121,2017 - 2018,Regular,13
11967,6059,2017 - 2018,Regular,3
11968,7368,2017 - 2018,Second Year,3
11969,460,2017 - 2018,Regular,16
11970,307,2017 - 2018,Regular,13
11971,135,2017 - 2018,Regular,10
11972,484,2017 - 2018,Regular,11
11974,103,2017 - 2018,Regular,3
11976,1803,2017 - 2018,Regular,4
11978,150,2017 - 2018,Regular,11
11979,4986,2017 - 2018,Second Year,1
11980,6042,2017 - 2018,Regular,5
11985,7520,2017 - 2018,First Year,1
11986,7521,2017 - 2018,First Year,1
11988,7523,2017 - 2018,First Year,1
11989,7524,2017 - 2018,First Year,1
11990,7525,2017 - 2018,First Year,1
11991,7526,2017 - 2018,Learn2Curl,1
11993,7528,2017 - 2018,First Year,1
11995,7530,2017 - 2018,Learn2Curl,1
11996,7531,2017 - 2018,Learn2Curl,1
11997,7532,2017 - 2018,Learn2Curl,1
11998,7533,2017 - 2018,Student,12
11999,7534,2017 - 2018,First Year,1
12000,7535,2017 - 2018,First Year,1
12001,7536,2017 - 2018,Regular,8
12002,7537,2017 - 2018,Prospective,0
12003,506,2017 - 2018,Regular,7
12004,7538,2017 - 2018,Regular,15
12005,7539,2017 - 2018,First Year,1
12006,7540,2017 - 2018,First Year,1
12007,7541,2017 - 2018,First Year,1
12008,7542,2017 - 2018,First Year,1
12009,7543,2017 - 2018,First Year,1
12010,7544,2017 - 2018,First Year,1
12012,7546,2017 - 2018,Learn2Curl,1
12013,7547,2017 - 2018,First Year,1
12014,7548,2017 - 2018,First Year,1
12015,7549,2017 - 2018,Learn2Curl,1
12016,7550,2017 - 2018,Learn2Curl,1
12017,714,2017 - 2018,Regular,3
12018,7551,2017 - 2018,First Year,1
12019,7552,2017 - 2018,First Year,1
12020,7553,2017 - 2018,Regular,5
12021,7554,2017 - 2018,First Year,1
12024,7557,2017 - 2018,First Year,1
12025,7558,2017 - 2018,Learn2Curl,1
12026,7559,2017 - 2018,Learn2Curl,1
12027,7560,2017 - 2018,First Year,1
12028,303,2017 - 2018,Regular,19
12029,7561,2017 - 2018,Learn2Curl,1
12030,7562,2017 - 2018,Learn2Curl,1
12033,6037,2017 - 2018,Regular,2
12034,7565,2017 - 2018,First Year,1
12035,7566,2017 - 2018,Learn2Curl,1
12036,7567,2017 - 2018,Learn2Curl,1
12037,7568,2017 - 2018,Learn2Curl,1
12038,7569,2017 - 2018,First Year,1
12039,7570,2017 - 2018,First Year,1
12042,7573,2017 - 2018,Learn2Curl,1
12043,7574,2017 - 2018,First Year,1
12044,7575,2017 - 2018,Learn2Curl,1
12045,7576,2017 - 2018,Learn2Curl,1
12046,7577,2017 - 2018,Learn2Curl,1
12047,7578,2017 - 2018,Regular,5
12049,7580,2017 - 2018,Learn2Curl,1
12050,7581,2017 - 2018,First Year,1
12051,7582,2017 - 2018,First Year,1
12052,7583,2017 - 2018,First Year,1
12053,7584,2017 - 2018,Learn2Curl,1
12054,7585,2017 - 2018,Learn2Curl,1
12055,7586,2017 - 2018,First Year,1
12056,7587,2017 - 2018,Learn2Curl,1
12057,7588,2017 - 2018,Learn2Curl,1
12058,7589,2017 - 2018,Learn2Curl,1
12059,7590,2017 - 2018,Learn2Curl,1
12061,7592,2017 - 2018,Learn2Curl,1
12062,7593,2017 - 2018,Learn2Curl,1
12063,7594,2017 - 2018,First Year,1
12064,7595,2017 - 2018,Learn2Curl,1
12065,7596,2017 - 2018,Learn2Curl,1
12066,7597,2017 - 2018,Learn2Curl,1
12067,7598,2017 - 2018,Learn2Curl,1
12069,7600,2017 - 2018,Regular,5
12070,363,2017 - 2018,Regular,17
12071,7601,2017 - 2018,First Year,1
12072,7602,2017 - 2018,First Year,1
12073,7603,2017 - 2018,First Year,1
12074,7604,2017 - 2018,First Year,1
12076,7605,2017 - 2018,Competitive,0
12077,7606,2017 - 2018,First Year,1
12078,7607,2017 - 2018,Regular,1
12079,7608,2017 - 2018,First Year,1
12080,7609,2017 - 2018,First Year,1
12081,7610,2017 - 2018,First Year,1
12082,7611,2017 - 2018,First Year,1
12084,7613,2017 - 2018,Learn2Curl,0
12086,7615,2017 - 2018,Learn2Curl,0
12087,7616,2017 - 2018,Learn2Curl,0
12088,7617,2017 - 2018,First Year,1
12089,7618,2017 - 2018,First Year,1
12090,7619,2017 - 2018,Prospective,0
12091,7620,2017 - 2018,First Year,1
12092,7621,2017 - 2018,First Year,1
12093,7622,2017 - 2018,Student,1
12094,7623,2017 - 2018,First Year,1
12095,7624,2017 - 2018,First Year,1
12096,7625,2017 - 2018,First Year,1
12097,7626,2017 - 2018,First Year,1
12098,7627,2017 - 2018,First Year,1
12100,7629,2017 - 2018,First Year,1
12105,7634,2017 - 2018,First Year,1
12107,7636,2017 - 2018,First Year,1
12109,7638,2017 - 2018,Regular,10
12110,7639,2017 - 2018,First Year,1
12112,7641,2017 - 2018,First Year,1
12113,7642,2017 - 2018,Mixed,0
12115,352,2017 - 2018,Regular,1
12116,7644,2017 - 2018,First Year,1
12117,7645,2017 - 2018,First Year,1
12119,7647,2017 - 2018,First Year,1
12120,551,2017 - 2018,Competitive,0
12121,663,2017 - 2018,Senior,0
12122,7648,2017 - 2018,First Year,1
12123,7649,2017 - 2018,Regular,18
12124,7650,2017 - 2018,First Year,1
12125,7651,2017 - 2018,First Year,1
12126,6044,2017 - 2018,Regular,0
12128,7653,2017 - 2018,Regular,7
12131,7656,2017 - 2018,First Year,1
12132,7657,2017 - 2018,First Year,1
12133,7658,2017 - 2018,First Year,1
12134,7659,2017 - 2018,First Year,1
12135,7660,2017 - 2018,First Year,1
12136,7661,2017 - 2018,First Year,1
12138,7663,2017 - 2018,First Year,1
12139,7614,2017 - 2018,First Year,1
12140,7665,2017 - 2018,Fowler Only,0
12141,7666,2017 - 2018,Fowler Only,0
12142,7667,2017 - 2018,Fowler Only,0
12143,7668,2017 - 2018,First Year,1
12145,7670,2017 - 2018,First Year,1
12146,7671,2017 - 2018,Prospective,0
12147,4963,2017 - 2018,Competitive,0
12149,3912,2017 - 2018,Regular,3
12150,7673,2017 - 2018,Second Year,1
12151,7674,2017 - 2018,Regular,0
12152,7675,2017 - 2018,First Year,1
12153,7676,2017 - 2018,First Year,1
12154,7677,2017 - 2018,First Year,1
12155,7678,2017 - 2018,Prospective,0
12156,7679,2017 - 2018,Prospective,0
12157,7680,2018 - 2019,Learn2Curl,1
12159,7682,2018 - 2019,Prospective,1
12160,7683,2018 - 2019,Prospective,0
12162,7685,2018 - 2019,Student,1
12163,7686,2018 - 2019,Prospective,0
12164,7687,2018 - 2019,Second Year,2
12165,7688,2018 - 2019,Prospective,0
12166,7689,2018 - 2019,Prospective,0
12167,7690,2018 - 2019,Prospective,0
12168,7691,2018 - 2019,Learn2Curl,1
12169,7692,2018 - 2019,Learn2Curl,1
12171,2,2018 - 2019,Regular,10
12172,6,2018 - 2019,Regular,6
12173,7,2018 - 2019,Regular,13
12174,8,2018 - 2019,Regular,17
12175,9,2018 - 2019,Regular,15
12176,12,2018 - 2019,Honorary,0
12177,13,2018 - 2019,Regular,13
12178,15,2018 - 2019,Regular,8
12179,17,2018 - 2019,Regular,14
12180,18,2018 - 2019,Regular,10
12181,22,2018 - 2019,Regular,13
12182,23,2018 - 2019,Regular,9
12183,25,2018 - 2019,Mixed,17
12184,26,2018 - 2019,Regular,8
12185,27,2018 - 2019,Regular,14
12186,33,2018 - 2019,Regular,15
12187,34,2018 - 2019,Regular,14
12188,37,2018 - 2019,Regular,18
12189,41,2018 - 2019,Regular,13
12190,45,2018 - 2019,Regular,15
12191,46,2018 - 2019,Regular,16
12192,50,2018 - 2019,Regular,10
12193,51,2018 - 2019,Life,0
12194,53,2018 - 2019,Regular,9
12195,55,2018 - 2019,Regular,8
12196,59,2018 - 2019,Regular,10
12197,60,2018 - 2019,Regular,20
12198,61,2018 - 2019,Regular,18
12199,62,2018 - 2019,Honorary,0
12200,63,2018 - 2019,Social,0
12201,64,2018 - 2019,Regular,7
12202,65,2018 - 2019,Regular,18
12204,75,2018 - 2019,Regular,17
12205,79,2018 - 2019,Regular,15
12206,82,2018 - 2019,Regular,16
12207,83,2018 - 2019,Regular,14
12209,87,2018 - 2019,Regular,6
12210,91,2018 - 2019,Regular,8
12211,93,2018 - 2019,Regular,14
12212,94,2018 - 2019,Regular,17
12213,99,2018 - 2019,Regular,19
12214,100,2018 - 2019,Regular,9
12215,101,2018 - 2019,Unknown,16
12216,105,2018 - 2019,Senior,11
12217,107,2018 - 2019,Regular,17
12218,109,2018 - 2019,Regular,8
12219,111,2018 - 2019,Regular,18
12220,113,2018 - 2019,Regular,13
12222,115,2018 - 2019,Regular,17
12223,117,2018 - 2019,Regular,15
12224,118,2018 - 2019,Regular,12
12226,127,2018 - 2019,Regular,11
12227,128,2018 - 2019,Regular,11
12228,129,2018 - 2019,Honorary,0
12229,133,2018 - 2019,Regular,4
12230,136,2018 - 2019,Regular,7
12231,138,2018 - 2019,Senior,0
12232,143,2018 - 2019,Senior,0
12233,144,2018 - 2019,Regular,4
12235,146,2018 - 2019,Regular,19
12236,149,2018 - 2019,Regular,14
12237,152,2018 - 2019,Regular,18
12238,158,2018 - 2019,Regular,12
12239,161,2018 - 2019,Regular,11
12241,166,2018 - 2019,Regular,18
12242,167,2018 - 2019,Regular,15
12243,168,2018 - 2019,Regular,18
12245,173,2018 - 2019,Regular,7
12246,174,2018 - 2019,Regular,11
12247,176,2018 - 2019,Regular,4
12248,179,2018 - 2019,Regular,9
12249,180,2018 - 2019,Regular,12
12250,182,2018 - 2019,Regular,9
12252,191,2018 - 2019,Regular,14
12253,192,2018 - 2019,Competitive,20
12254,193,2018 - 2019,Regular,20
12255,194,2018 - 2019,Regular,15
12256,195,2018 - 2019,Regular,17
12257,196,2018 - 2019,Regular,12
12258,199,2018 - 2019,Regular,8
12259,201,2018 - 2019,Regular,17
12260,202,2018 - 2019,Regular,14
12261,203,2018 - 2019,Regular,6
12262,204,2018 - 2019,Regular,14
12263,205,2018 - 2019,Regular,12
12264,206,2018 - 2019,Regular,5
12265,208,2018 - 2019,Regular,17
12266,209,2018 - 2019,Regular,19
12267,210,2018 - 2019,Regular,17
12268,211,2018 - 2019,Regular,13
12269,213,2018 - 2019,Regular,8
12270,216,2018 - 2019,Regular,5
12271,217,2018 - 2019,Regular,6
12272,218,2018 - 2019,Regular,14
12273,219,2018 - 2019,Mixed,8
12274,220,2018 - 2019,Regular,14
12275,230,2018 - 2019,Regular,12
12276,231,2018 - 2019,Regular,15
12278,235,2018 - 2019,Regular,15
12279,243,2018 - 2019,Regular,5
12280,244,2018 - 2019,Regular,9
12281,245,2018 - 2019,Regular,19
12283,247,2018 - 2019,Regular,9
12284,249,2018 - 2019,Regular,6
12285,251,2018 - 2019,Regular,9
12286,252,2018 - 2019,Regular,14
12287,255,2018 - 2019,Regular,13
12288,258,2018 - 2019,Regular,17
12289,262,2018 - 2019,Regular,18
12290,263,2018 - 2019,Regular,16
12291,264,2018 - 2019,Regular,15
12293,266,2018 - 2019,Regular,15
12294,268,2018 - 2019,Regular,15
12296,273,2018 - 2019,Regular,18
12297,276,2018 - 2019,Regular,16
12298,277,2018 - 2019,Regular,17
12299,279,2018 - 2019,Regular,14
12300,282,2018 - 2019,Regular,18
12302,287,2018 - 2019,Regular,7
12303,289,2018 - 2019,Regular,13
12304,292,2018 - 2019,Regular,6
12305,293,2018 - 2019,Honorary,0
12306,294,2018 - 2019,Honorary,0
12307,295,2018 - 2019,Regular,12
12308,297,2018 - 2019,Regular,15
12309,298,2018 - 2019,Regular,12
12310,300,2018 - 2019,Regular,12
12311,304,2018 - 2019,Regular,16
12312,305,2018 - 2019,Regular,15
12313,306,2018 - 2019,Regular,19
12314,308,2018 - 2019,Regular,13
12315,310,2018 - 2019,Regular,16
12316,312,2018 - 2019,Regular,16
12317,313,2018 - 2019,Regular,15
12319,317,2018 - 2019,Regular,7
12320,318,2018 - 2019,Regular,17
12321,319,2018 - 2019,Regular,8
12322,320,2018 - 2019,Regular,13
12324,322,2018 - 2019,Regular,14
12325,326,2018 - 2019,Regular,14
12326,330,2018 - 2019,Regular,13
12327,331,2018 - 2019,Regular,17
12328,332,2018 - 2019,Regular,15
12329,334,2018 - 2019,Regular,18
12332,338,2018 - 2019,Regular,16
12333,343,2018 - 2019,Senior,12
12334,344,2018 - 2019,Regular,18
12335,345,2018 - 2019,Regular,19
12336,346,2018 - 2019,Regular,19
12337,347,2018 - 2019,Regular,20
12338,349,2018 - 2019,Senior,0
12339,350,2018 - 2019,Regular,15
12340,351,2018 - 2019,Regular,5
12341,360,2018 - 2019,Honorary,17
12342,361,2018 - 2019,Regular,17
12343,364,2018 - 2019,Regular,13
12344,365,2018 - 2019,Regular,15
12345,368,2018 - 2019,Regular,15
12346,369,2018 - 2019,Regular,9
12347,370,2018 - 2019,Regular,14
12348,373,2018 - 2019,Regular,16
12349,376,2018 - 2019,Regular,10
12350,378,2018 - 2019,Regular,16
12351,380,2018 - 2019,Regular,13
12352,384,2018 - 2019,Regular,16
12353,385,2018 - 2019,Regular,18
12354,386,2018 - 2019,Regular,18
12355,387,2018 - 2019,Regular,12
12356,388,2018 - 2019,Regular,8
12357,393,2018 - 2019,Regular,14
12358,394,2018 - 2019,Regular,9
12359,396,2018 - 2019,Regular,13
12360,398,2018 - 2019,Regular,17
12361,399,2018 - 2019,Regular,12
12362,401,2018 - 2019,Regular,15
12363,408,2018 - 2019,Regular,16
12364,409,2018 - 2019,Regular,19
12365,410,2018 - 2019,Regular,18
12366,411,2018 - 2019,Regular,8
12367,414,2018 - 2019,Regular,16
12368,416,2018 - 2019,Regular,16
12369,418,2018 - 2019,Regular,13
12370,419,2018 - 2019,Regular,18
12371,420,2018 - 2019,Regular,17
12372,426,2018 - 2019,Regular,15
12374,432,2018 - 2019,Regular,9
12375,435,2018 - 2019,Regular,17
12376,437,2018 - 2019,Regular,13
12377,439,2018 - 2019,Senior,0
12378,440,2018 - 2019,Regular,9
12379,444,2018 - 2019,Regular,10
12380,445,2018 - 2019,Unknown,5
12381,446,2018 - 2019,Regular,16
12382,447,2018 - 2019,Regular,16
12383,448,2018 - 2019,Regular,7
12384,449,2018 - 2019,Regular,13
12385,451,2018 - 2019,Regular,14
12386,453,2018 - 2019,Regular,16
12387,454,2018 - 2019,Regular,18
12388,455,2018 - 2019,Regular,8
12389,457,2018 - 2019,Regular,10
12390,461,2018 - 2019,Competitive,20
12391,465,2018 - 2019,Regular,9
12392,470,2018 - 2019,Regular,16
12393,471,2018 - 2019,Regular,17
12394,473,2018 - 2019,Regular,16
12395,474,2018 - 2019,Regular,18
12396,481,2018 - 2019,Regular,9
12397,482,2018 - 2019,Regular,15
12398,486,2018 - 2019,Regular,8
12399,488,2018 - 2019,Regular,15
12400,492,2018 - 2019,Regular,16
12401,495,2018 - 2019,Regular,14
12402,496,2018 - 2019,Regular,17
12403,497,2018 - 2019,Regular,7
12404,498,2018 - 2019,Regular,12
12405,500,2018 - 2019,Regular,16
12406,502,2018 - 2019,Regular,18
12407,509,2018 - 2019,Regular,6
12408,511,2018 - 2019,Regular,17
12409,512,2018 - 2019,Regular,2
12410,513,2018 - 2019,Regular,9
12411,514,2018 - 2019,Regular,17
12412,516,2018 - 2019,Regular,10
12413,523,2018 - 2019,Regular,17
12414,524,2018 - 2019,Regular,17
12415,533,2018 - 2019,Regular,10
12416,534,2018 - 2019,Regular,14
12418,550,2018 - 2019,Regular,13
12419,552,2018 - 2019,Regular,11
12420,553,2018 - 2019,Regular,9
12421,554,2018 - 2019,Regular,14
12422,569,2018 - 2019,Regular,15
12423,571,2018 - 2019,Regular,13
12424,573,2018 - 2019,Regular,7
12425,575,2018 - 2019,Regular,18
12426,579,2018 - 2019,Regular,12
12427,584,2018 - 2019,Honorary,0
12428,585,2018 - 2019,Regular,14
12431,588,2018 - 2019,Life,0
12434,598,2018 - 2019,Regular,5
12435,605,2018 - 2019,Regular,16
12436,608,2018 - 2019,Regular,15
12437,615,2018 - 2019,Regular,9
12439,624,2018 - 2019,Regular,13
12441,634,2018 - 2019,Regular,15
12442,635,2018 - 2019,Regular,13
12443,638,2018 - 2019,Regular,11
12445,643,2018 - 2019,Regular,9
12446,645,2018 - 2019,Regular,6
12447,648,2018 - 2019,Regular,14
12448,649,2018 - 2019,Regular,5
12450,655,2018 - 2019,Honorary,0
12451,656,2018 - 2019,Honorary,0
12452,657,2018 - 2019,Honorary,0
12453,659,2018 - 2019,Regular,9
12456,685,2018 - 2019,Regular,11
12457,690,2018 - 2019,Regular,6
12458,691,2018 - 2019,Regular,18
12459,697,2018 - 2019,Regular,7
12460,701,2018 - 2019,Regular,14
12462,712,2018 - 2019,Regular,9
12463,718,2018 - 2019,Regular,10
12464,723,2018 - 2019,Regular,8
12465,724,2018 - 2019,Regular,11
12466,726,2018 - 2019,Regular,9
12468,738,2018 - 2019,Regular,5
12469,742,2018 - 2019,Regular,9
12470,743,2018 - 2019,Regular,17
12471,748,2018 - 2019,Regular,8
12472,754,2018 - 2019,Regular,6
12473,755,2018 - 2019,Regular,6
12474,756,2018 - 2019,Regular,16
12475,757,2018 - 2019,Regular,7
12476,777,2018 - 2019,Senior,0
12477,778,2018 - 2019,Regular,9
12478,781,2018 - 2019,Regular,7
12479,792,2018 - 2019,Regular,12
12480,793,2018 - 2019,Regular,18
12481,796,2018 - 2019,Student,12
12482,797,2018 - 2019,Regular,8
12483,798,2018 - 2019,Regular,4
12484,800,2018 - 2019,Regular,8
12486,1804,2018 - 2019,Regular,9
12487,1809,2018 - 2019,Regular,9
12488,1811,2018 - 2019,Regular,7
12489,1817,2018 - 2019,Regular,8
12491,1820,2018 - 2019,Regular,6
12492,1824,2018 - 2019,Regular,5
12493,1830,2018 - 2019,Regular,2
12494,1833,2018 - 2019,Regular,10
12495,1837,2018 - 2019,Regular,6
12496,1838,2018 - 2019,Regular,9
12497,1847,2018 - 2019,Senior,0
12499,1854,2018 - 2019,Regular,7
12500,2854,2018 - 2019,Regular,5
12501,2858,2018 - 2019,Regular,5
12502,2864,2018 - 2019,Regular,6
12503,3893,2018 - 2019,Regular,9
12504,3895,2018 - 2019,Regular,15
12505,3905,2018 - 2019,Regular,5
12506,3909,2018 - 2019,Regular,5
12508,3911,2018 - 2019,Regular,6
12509,3916,2018 - 2019,Regular,8
12510,3920,2018 - 2019,Regular,7
12511,3922,2018 - 2019,Regular,4
12512,3933,2018 - 2019,Regular,6
12513,3934,2018 - 2019,Regular,6
12514,3936,2018 - 2019,Regular,5
12516,3940,2018 - 2019,Regular,9
12517,3942,2018 - 2019,Regular,8
12518,3948,2018 - 2019,Regular,7
12519,3958,2018 - 2019,Regular,13
12520,4953,2018 - 2019,Regular,4
12522,4957,2018 - 2019,Regular,5
12523,4958,2018 - 2019,Regular,4
12524,4967,2018 - 2019,Regular,5
12525,4969,2018 - 2019,Regular,6
12527,4984,2018 - 2019,Regular,7
12528,4988,2018 - 2019,Regular,6
12529,4991,2018 - 2019,Regular,7
12530,5001,2018 - 2019,Regular,4
12532,5007,2018 - 2019,Regular,3
12533,5011,2018 - 2019,Regular,6
12534,5016,2018 - 2019,Student,3
12535,5020,2018 - 2019,Regular,6
12537,5024,2018 - 2019,Regular,7
12538,6032,2018 - 2019,Regular,7
12539,6033,2018 - 2019,Regular,6
12540,6036,2018 - 2019,Regular,6
12541,6040,2018 - 2019,Regular,8
12543,6057,2018 - 2019,Regular,10
12544,6058,2018 - 2019,Regular,6
12545,6065,2018 - 2019,Regular,3
12546,6066,2018 - 2019,Regular,5
12548,7078,2018 - 2019,Regular,15
12549,7083,2018 - 2019,Regular,6
12550,7095,2018 - 2019,Regular,5
12551,7104,2018 - 2019,Regular,4
12552,7105,2018 - 2019,Regular,6
12553,7114,2018 - 2019,Regular,6
12554,7119,2018 - 2019,Regular,6
12555,7120,2018 - 2019,Regular,4
12556,7122,2018 - 2019,Regular,12
12557,7125,2018 - 2019,Regular,5
12558,7126,2018 - 2019,Regular,5
12559,7129,2018 - 2019,Regular,4
12561,7136,2018 - 2019,Regular,19
12563,7156,2018 - 2019,Regular,7
12565,7163,2018 - 2019,Regular,14
12566,7166,2018 - 2019,Regular,4
12567,7167,2018 - 2019,Regular,7
12568,7171,2018 - 2019,Regular,4
12569,7173,2018 - 2019,Regular,6
12570,7175,2018 - 2019,Regular,9
12571,7177,2018 - 2019,Regular,11
12572,7182,2018 - 2019,Regular,6
12573,7183,2018 - 2019,Regular,4
12574,7185,2018 - 2019,Regular,6
12577,7188,2018 - 2019,Student,9
12578,7193,2018 - 2019,Regular,4
12579,7196,2018 - 2019,Regular,4
12580,7201,2018 - 2019,Regular,9
12581,7209,2018 - 2019,Regular,4
12582,7210,2018 - 2019,Regular,4
12584,7215,2018 - 2019,Regular,5
12585,7219,2018 - 2019,Regular,5
12587,7223,2018 - 2019,Regular,3
12588,7227,2018 - 2019,Regular,5
12589,7228,2018 - 2019,Regular,3
12590,7229,2018 - 2019,Regular,3
12593,7234,2018 - 2019,Regular,4
12594,7238,2018 - 2019,Regular,12
12595,7241,2018 - 2019,Regular,8
12596,7205,2018 - 2019,Regular,11
12597,7244,2018 - 2019,Regular,9
12598,7245,2018 - 2019,Regular,8
12599,7246,2018 - 2019,Regular,4
12600,7248,2018 - 2019,Mixed,5
12601,7250,2018 - 2019,Regular,4
12602,7251,2018 - 2019,Student,3
12603,7252,2018 - 2019,Regular,18
12605,7258,2018 - 2019,Regular,7
12606,7259,2018 - 2019,Regular,7
12607,7263,2018 - 2019,Student,4
12608,7264,2018 - 2019,Regular,4
12609,7268,2018 - 2019,Regular,7
12610,7276,2018 - 2019,Regular,6
12613,7283,2018 - 2019,Regular,4
12614,7285,2018 - 2019,Regular,4
12615,7294,2018 - 2019,Regular,4
12616,7295,2018 - 2019,Regular,5
12617,7296,2018 - 2019,Regular,3
12620,7307,2018 - 2019,Regular,5
12621,7309,2018 - 2019,Regular,3
12622,7310,2018 - 2019,Regular,2
12623,7312,2018 - 2019,Student,4
12624,7319,2018 - 2019,Regular,3
12625,7322,2018 - 2019,Regular,5
12626,7324,2018 - 2019,Second Year,2
12627,7325,2018 - 2019,Regular,3
12631,7346,2018 - 2019,Regular,5
12632,7347,2018 - 2019,Regular,3
12633,7349,2018 - 2019,Regular,3
12634,7351,2018 - 2019,Regular,13
12635,7353,2018 - 2019,Regular,5
12636,7354,2018 - 2019,Regular,4
12637,7357,2018 - 2019,Regular,6
12638,7364,2018 - 2019,Regular,3
12639,7367,2018 - 2019,Regular,3
12640,7370,2018 - 2019,Regular,4
12641,7374,2018 - 2019,Regular,4
12642,7377,2018 - 2019,Mixed,2
12643,7378,2018 - 2019,Mixed,4
12644,7379,2018 - 2019,Mixed,2
12645,7381,2018 - 2019,Regular,4
12646,7382,2018 - 2019,Regular,18
12647,7389,2018 - 2019,Regular,3
12648,7391,2018 - 2019,Regular,5
12649,7392,2018 - 2019,Regular,3
12650,7416,2018 - 2019,Regular,2
12651,7417,2018 - 2019,Regular,3
12652,24,2018 - 2019,Regular,16
12654,7428,2018 - 2019,First Year,1
12656,7432,2018 - 2019,Second Year,2
12657,58,2018 - 2019,Regular,5
12658,7433,2018 - 2019,Second Year,4
12659,7435,2018 - 2019,Second Year,3
12660,478,2018 - 2019,Regular,14
12661,7439,2018 - 2019,Regular,14
12662,7447,2018 - 2019,Regular,3
12665,7461,2018 - 2019,Second Year,2
12666,7464,2018 - 2019,Student,2
